,Unnamed: 0,title,is_popular
713,714,"Congress govt in Puducherry loses confidence voteCong is left with govts on its own in Punjab, Rajasthan, Chhattisgarh; coalition in Maharashtra, Jharkhand",1
4710,4711,Fighting the Shame of Skin Picking,0
1078,1079,"UP khap panchayat bans jeans for women, shorts for menThe Rajput community panchayat also warned that those found violating the diktat will be punished and face boycott",1
3355,3356,Syrian man suspected of IS beheading charged in Hungary,0
3606,3607,These 'kamikaze' drones are believed to be the culprits of the attack on 2 Saudi oil fields. Here's what we know about them.,1
4141,4142,"USA Swimming Faces Probe Into Sex-Abuse Claims, Business Practices",1
361,362,"Preserve, revive, restore: Indian ponds spring back to lifeFour in 10 people in India are predicted to run out of reliable drinking water by 2030",1
3228,3229,Gaelic football boom in Galicia gets national coverage in Spanish press,0
2460,2461,LIVE All-Ireland football final replay: Dublin v Kerry,1
2401,2402,He put his son on a roof for safety after the hurricane hit. A storm surge swallowed the 5-year-old,1
779,780,No arrest in womanâs murder so far,0
4095,4096,How to teach your kids to love reading,0
890,891,Delhi man fires shots to frighten ex-girlfriend for 'not returning money'; heldThe police on the basis of technical surveillance arrested Suresh from Jhajjar,1
1270,1271,Secret mission came as US was worried about spy's identity and Trump's handling of intel,1
796,797,"8K dogs sterilised in 2 years: Civic bodyThis year, 600 canines covered so far",0
2640,2641,BA strike set to go ahead after airline rejects talks,0
4391,4392,These are the Republicans who are against Trump and for impeachment,1
3377,3378,Italian vote backs Five Star-PD government under Conte,0
2702,2703,"Texas Popeye's ran out of chicken sandwiches, man pulls gun",0
519,520,"Former Muktsar MLA and SGPC member Sukhdarshan Marar dies of CovidA septuagenarian, Marar was admitted to the hospital on Tuesday night",1
1912,1913,"General Motors faces strike by almost 50,000 staff",1
3631,3632,Michigan State University fined record $4.5 million for Nassar sexual abuse scandal,0
2550,2551,Roman skeletons found holding hands were both men,1
936,937,Probe into blast near Israel embassy handed over to NIAModi spoke to Israeli counterpart Netanyahu to convey his strong condemnation of the terror attack,0
351,352,DAY 2: Bank strike hits services,1
2433,2434,The Middle-Class Crunch,1
3422,3423,Ireland lose to Bangladesh and fail to qualify for T20 World Cup,0
1733,1734,Weakened Netanyahu's offer for unity government rebuffed by rival Gantz,1
365,366,"UP: Teen girl raped by youth, accused abscondingThe FIR stated that she was raped while returning from her field",0
3229,3230,Live commentary on the climate change town hall (opinion)  - CNN,1
3145,3146,U.S. and Romanian Soldiers Killed In Three Afghanistan Suicide Attacks Amid Peace Talks,0
4868,4869,Petrol bombs and water cannon amid HK clashes,1
4553,4554,Crew recovers body of 5th Indiana boating mishap victim,0
2876,2877,Ashes: Craig Overton caught by Steve Smith off the bowling of Josh Hazlewood,0
1015,1016,Stricter curbs will be imposed to check surge in COVID-19 cases: ThackerayMaharashtra CM warns of healthcare infrastructure shortage,0
1081,1082,Defence Minister Rajnath Singh administered first dose of COVID-19 vaccineRavi Shankar Prasad gets anti-coronavirus vaccine shot; pays Rs 250,1
1087,1088,"Former DGP Sumedh Saini appears before judicial court in FaridkotSaini is accused in a criminal case registered under various sections of the IPC and Section 25, 27 of the Arms Act at Kotkapura police station",1
2232,2233,Timeline: Key dates in the U.S.-China trade war,0
4322,4323,Justice Department Launches Antitrust Probe Into Four Auto Makers,1
744,745,"Maharashtra man, son drown as boat overturns while they were taking selfieHis wife, daughter and two others were rescued by local fishermen",1
686,687,"Gautam Adani beats Jeff Bezos, Elon Musk to be worldâs biggest wealth gainer in 2021Google Co-founder Larry Page is ranked second in terms of the highest gain in wealth",1
2034,2035,Charleston braces for severe flooding as Hurricane Dorian creeps up U.S. coast,0
677,678,"Toll plazas in Punjab shut, uncertainty looms over mandatory use of FASTag",1
3904,3905,AlmodÃ³var's 'Pain and Glory' picked to bid for a 2019 Oscar,0
2670,2671,Subscriber Only: Why is Boris Johnson giving in to Arlene Foster on Brexit?,1
725,726,Zira council ex-president joins AAP,0
4672,4673,Tunisian autocrat Ben Ali dies in Saudi exile: news reports,1
4062,4063,No timetable on Oladipo's return to Pacers,1
1536,1537,House Democrats step up Trump impeachment inquiry,1
1414,1415,Mike Isaacâs Uber Book Has Arrived,0
4001,4002,Bodies of 20 Victims Recovered in California Boat Fire,0
2713,2714,US climate town halls: What did the 2020 Democratic hopefuls say?,0
1235,1236,"PM Johnson makes final Brexit offer, draws cautious welcome from EU",1
2802,2803,"Singer says opera's Domingo harassed her, grabbed her breast",1
37,38,"Disinvestment in ITDC hotels to affect employeesAccording to Tourism Ministry, nine hotels run by the ITDC had been so far handed over to the respective state governments, where these were located, since the divestment of the ITDC hotels started in 2015",1
2938,2939,Ariana Grande files lawsuit against Forever 21 seeking at least $10M,0
3249,3250,Oakland Raiders release Antonio Brown,1
4056,4057,Pompeo meets Pope Francis as impeachment roils Washington,1
4513,4514,Officials file charges in Medicare fraud scheme that targeted seniors,1
1236,1237,Justin Bieber Says Childhood Fame Opened Door to âHeavyâ Drug Use,0
3608,3609,Walmart to Stop Selling Ammunition for Assault-Style Weapons,0
2797,2798,The Real Cost of Your Blue Jeans,0
1715,1716,Rick Pitino Criticizes Brazil Coach Over Giannis Antetokounmpo Comments,0
1037,1038,Cong govt cheated farmers: BJP,0
2885,2886,NTSB releases new information about dive boat fire that killed 34,1
2565,2566,NFLPA contacts NFL after beer thrown at Titans,1
4472,4473,How Susan Sontag Influenced Patti Smithâs Reading Life,0
2966,2967,"FedEx says correctly handled Hong Kong package, disputing Xinhua report",1
4169,4170,Agony! Ecstasy! Belichick! NFL Rollercoaster Arrives...,0
3258,3259,High school sophomore dies after football practice,1
3354,3355,Five NFL teams that should trade for elite slot corner Minkah Fitzpatrick,1
458,459,50-year-old man dead after beam of under-construction bridge falls on 4 trucks in DelhiThe fire department said it received a call at 8.48 am on Tuesday,0
3206,3207,First look: Marks & Spencer goes back to basics for autumn/winter collection,0
4303,4304,"Teenager Uses Her Jiujitsu Skills to Fight Off, Floor Knifeman: 'We're Taught How to Defend Ourselves'",0
955,956,This low-cost portable machine grabs plastic bagsThe team integrated a shredder as an add-on accessory. It would shred the collected plastic bags,1
924,925,"Giant container ship that blocked Suez Canal set freeObstruction has created a massive traffic jam in the vital passage, holding up $9 billion each day in global trade",1
4833,4834,Bank Reserves: What Are They and Why a Shortage Is Roiling a Key Interest Rate,1
2263,2264,"Fall brings new shows, services and chance of bigger TV tabs",0
3914,3915,Junk Debt Sends Early Warning Signals,1
1342,1343,Hurricane Dorian leaves devastation in North Carolina,1
1789,1790,Why we haven't cured the common cold - BBC Ideas,1
338,339,IN BRIEFAuthor-journalist Anil Dharker dead,0
1507,1508,Tesla's Model 3 just earned another big safety award (TSLA),1
574,575,"UN chief reaches out to Asian leaders to call for collective action for reversal of coup in MyanmarMyanmarâs military last week toppled the government and seized power for one year, detaining top political figures, including de facto leader Aung San Suu Kyi",0
2131,2132,Disney Doodle: Dr. Facilier Makes âFriends on the Other Sideâ at The Haunted Mansion,0
3275,3276,Trump addresses 2019 HBCU conference â live updates,1
719,720,"Tenant rapes minor girl for months, held",0
1195,1196,Interrogating the mechanics of power in France through art,0
4437,4438,9/4/19: CBSN Evening News,0
1074,1075,IIIT Hyderabad researcher designs flexible droneChanges shape to fit the size of the package to be lifted,0
305,306,good luck!Exams for primary classes begin,0
2975,2976,"South Africa: Scores held after looting, anti-foreigner protests",0
2439,2440,The Dow has lost more than 800 points since Tuesday. But that's not the full story,1
2024,2025,Britney Spears is sporting a new look and maybe soon a new ring,0
3127,3128,No One Wants to Hire the Fired Wells Fargo Branch Staffers,1
4645,4646,Durant: 'Some days I hate the circus of the NBA',1
2888,2889,Ian McEwan on Brexit: âMy solution is simple: a united Irelandâ,1
1288,1289,Starbucks plans to improve US employees' mental health benefits,0
1150,1151,New power tariff for advocate chambers & crematoriums,0
3051,3052,"With Trump's blessing, Pompeo sought 'reset' with new EU leaders: envoy",0
1553,1554,Alleged El Paso shooter indicted on capital murder charges,1
376,377,"GDP back in positive territory, but barelyAgriculture underpins recovery with 3.9 % growth, service sector rises too",1
4687,4688,"'Big Short' investor Michael Burry is on the hunt for cheap, underappreciated stocks. Here are 8 Japanese companies he's invested in right now.",0
3076,3077,The day the dinosaurs' world fell apart,1
2889,2890,"How âSesame Streetâ Keeps the ABCs Fresh, Every Single Time",1
4106,4107,"Kiper & McShay: Picking CFB's biggest surprises, NFL draft risers",1
4597,4598,Gay married couple sues after daughter denied US citizenship,1
2358,2359,2019/09/03 13:00 GMT,0
2779,2780,"Reactions to Trump firing of John Bolton, foreign policy hawk",1
963,964,Red Fort violence: Deep Sidhu arrested by Special CellDelhi court sends activist-actor to 7-day police custody,1
1032,1033,Innovation@campusIIIT Hyderabad researcher designs flexible droneElasticopter scores over other delivery drones from minimal storage space it occupies to the time taken to attach and detach itself to parcels,0
1856,1857,"Loch Ness monster might be giant eel, scientists say",0
3774,3775,We Found the Very Worst Commuter Train in America,1
4575,4576,Luciana Berger: Lib Dems 'unequivocal' on Brexit,0
547,548,Women farmers take centre stage at protest sites on International Women's DayParticipation of women has increased significantly with the arrival of âthousands of womenâ,1
793,794,"INFOCUS: AgricultureCereal exports: Focus on quality, infra push",1
1501,1502,Tesla Smart Summon feature draws attention of NHTSA,1
1572,1573,Thousands without power in Georgia due to Hurricane Dorian,0
3675,3676,Mattis says trust is question in Taliban talks,1
3265,3266,"The 10 largest grocery chains in the world by sales (WMT, TGT, COST, KR, CA, TSCO)",0
1269,1270,The Sonos One SL trades voice control for a price cut,0
628,629,"Karnataka minister takes COVID-19 vaccine at home, triggers controversyPatil defended himself, saying he has not committed any crime and wanted to avoid trouble for the public",0
422,423,"INFOCUS: AgricultureCereal exports: Focus on quality, infra push",1
330,331,Suniel Shetty's throwback has left him wonderingThe actor uploaded his picture on Instagram from his earlier acting days,0
2175,2176,Sources: Patriots to sign veteran kicker Nugent,1
2450,2451,Tesla Autopilot design 'led to' crash,0
1713,1714,"Dorian, Comey and Debra Messing: What Trump tweeted on Labor Day weekend",0
4327,4328,"Kansas vs. Boston College - Game Recap - September 13, 2019 - ESPN",1
2076,2077,Parents Paid to Open College Doors. Now Theyâre Spending to Limit Prison Time.,1
4497,4498,U.S. 30-year mortgage rates hit lowest since Oct 2016 - Freddie Mac,0
710,711,"Five killed in Myanmar as troops open fire on protestersMyanmar likely becoming failed state, says Fitch Solutions; parallel govt to submit evidence of atrocities to UN body",0
4685,4686,Ghana's Agyemang Badu: I'll comeback from illness stronger,0
1101,1102,Former India wicketkeeper and Mumbai Indians talent scout Kiran More tests positive for COVID-19The 58-year-old More is also the wicket-keeping consultant of the five-time IPL champions,0
4741,4742,Why Drake is at the Hackney premiere of a cult TV show,0
3634,3635,Motorcyclist (45) dies in road crash in north Dublin,0
356,357,"Police crack grocery store workerâs murder, one heldRobbery was motive behind incident: Cops",0
4611,4612,Steve Smith reminds Archer who the phenomenon is around here,0
493,494,"Minor gangraped,  five arrested",0
2855,2856,"How âSesame Streetâ Keeps the ABCs Fresh, Every Single Time",1
69,70,Coal washing: Supreme Court asks PSPCL to release dues with interest,1
1313,1314,The Plan for Puerto Ricoâs $129 Billion Collapse: Cut 33% of Its Debt,1
4224,4225,Locals concerned about Oughterard asylum centre to protest around the clock,1
2384,2385,Bernie Sanders Being Treated for an Artery Blockage,1
1618,1619,Why Taylor Swift is re-recording all her of her old music,0
2924,2925,Serena Williams reaches US Open final and will face Bianca Andreescu,1
1535,1536,Petrol bombs and water cannon amid HK clashes,1
175,176,"Indiaâs next phase of virus crisis likely to be localised outbreaks: ExpertsAt more than 11 million, India has reported the highest number of cases in the world after the United States",1
981,982,Modi urges people to focus on fighting Covid by taking all precautionsHis appeal comes amid a spike in Covid cases with over 1 lakh daily cases reported twice in the last 3 days,0
3010,3011,14 women sue Lyft over alleged sexual assaults by drivers,1
826,827,Indiaâs spectacular Australia triumph represents countryâs unsuppressed thirst to succeed: FMThis came a day after Prime Minister Narendra Modi appreciated the lion-hearted effort of the side in his âMann Ki Baatâ address to the nation,0
1254,1255,Private equity giant Carlyle is taking a majority stake in a startup that uses AI to judge how much you smile in interviews â and it could be the future of recruiting,0
2864,2865,"Pope touts ""weapons of peace"" and reconciliation in Mozambique",1
2010,2011,Meet the man who strings Roger Federer's tennis rackets,1
2081,2082,"Gantz Declares Win, Rejects Netanyahuâs Call for Negotiations",1
2921,2922,Bayer says Monsanto's list of influential people was not illegal,0
764,765,âVeer narisâ honoured at Military Station,0
4680,4681,"Paying with a debit card is leaving money on the table, and 4 more reasons I only ever pay with credit",0
1600,1601,"Nissan's Saikawa bows to pressure, to quit as CEO on September 16",1
2,3,"Sukhbir tests positive, Akalis cancel rallies till March 31",0
800,801,15-year-old among 7 fall prey to virus in Hoshiarpur district,0
786,787,All set for buying rabi crops on MSP: Dy CM,1
2812,2813,'Air strikes' hit Iran-backed forces in east Syria,1
4798,4799,Giuliani's unusual role key to exposing internal Trump documents,1
674,675,"Farmersâ four-hour ârail rokoâ protest today, Railways ready",0
2490,2491,âHeading Home: The Tale of Team Israelâ Review: When Baseball Is a Religion,0
3532,3533,Justice Sotomayor Issues Dissent to Supreme Court's Asylum Rule Decision,1
2457,2458,EU sets up tool for easier conviction of jihadist fighters as hundreds may return,0
2407,2408,Donald Trump made a HUGE mistake releasing the Ukraine transcript,1
238,239,Indians rank high on positivity about finances in new Global Student Survey,1
427,428,Amritsar Group of Colleges hosts national-level webinar,0
2969,2970,The 6 bestselling mattresses on Amazon are nearly all under $250 â here's what you need to know about each of them if you're considering buying one,0
204,205,"Texas freeze led to release of tons of air pollutants as refineries shutShutdowns led to the refineries flaring, or burning and releasing gases, to prevent damage to their processing units. That flaring darkened the skies in eastern Texas with smoke visible for miles",0
923,924,SC seeks statesâ response on quota to specific classThe top court will examine the question of interpretation of the 102nd amendment to the Constitution dealing with reservation to a particular community,0
240,241,Pregnant woman found hanging in UP; in-laws bookedPolice said a case has been lodged against her in-laws for allegedly demanding dowry from her,0
2939,2940,Why empathy may be declining and how to fix it,1
1927,1928,Your Thursday Briefing,0
3867,3868,Markets Right Now: Resumption of trade talks sends stocks up,0
670,671,"MC polls also led to Covid spike in Punjab: Govt2,039 fresh cases, 35 deaths in past 24 hrs",0
4749,4750,Man seriously injured after being hit by bus in Dublin,1
4241,4242,Solomon Islands Weighs Cutting Ties to Taiwan,0
694,695,"In BriefBhagat, Kadam in semis of para-badminton tournament",0
1023,1024,SC allows Karti Chidambaram to travel abroadA bench has asked Chidambaram to deposit Rs 2 crore with the registry and submit details on the places to be visited and the place where he would stay,0
3739,3740,9/4: CBS Evening News,0
1044,1045,"Tradersâ associations down shutters, lawyers strike work in support of farmersâ bandh call",0
366,367,"Be empathetic to farmers, ex-MP Ashwani Kumar urges PM Modi",0
4638,4639,Russia's MAKS airshow showcases aviation hardware and vintage Soviet jets,0
1140,1141,"55 more die in Punjab as nation sees 72,330 new Covid casesDeath toll mounts to 1,62,927 with 459 new fatalities",1
3682,3683,A Guided Tour Through the Ruins of America's Democracy,1
259,260,"Evidence of normalisation of economic activity in India: IMF chief economistOn Tuesday, the IMF predicted a projected 12.5 per cent growth rate for India in 2021, stronger than that of China",0
3287,3288,"Jo Johnson, Prime Ministerâs Brother, Resigns From U.K. Parliament",0
2829,2830,Trump asked Ukraine and China to investigate Biden,1
4346,4347,Supporters of Italy's 5-Star Movement back plan for coalition government with rival Democrats in online vote,0
1214,1215,"Ann Coulter Compares Hurricane to Undocumented Migrants, Says 'At Least Dorian Patiently Waits Outside Our Border'",0
163,164,Foundation laid for 'memorial' to farmers who died during course of protest against agri laws,0
3865,3866,U.S. Says Russia Orchestrated Chechen Rebelâs Murder in Germany,1
1583,1584,"Overshadowed by U.S. corruption probe, UAW, GM near contract deadline",1
264,265,Youth Congress  workers protest fuel price hike,0
385,386,"Defence ties with US not without challengesWe are on the fringes of some dramatic defence cooperation agreements playing out. India would need to weigh in smartly on new arrangements such as the Quad, and its ability to contribute meaningfully to it, whilst arriving at an optimal path that protects our overall interests as an emerging world player. The upcoming visit by US Secretary of Defence Lloyd Austin  to India needs to be  seen in this light.",1
1943,1944,"Trump demanded a Ukraine policy review. Months later, no one will say what happened.",1
3375,3376,"""Sudden passion"" defense could aid cop convicted in neighbor's death",1
4762,4763,Global Slowdown Spreads Across U.S. Economy,1
701,702,Rs 700-cr GST billing scam unearthedFive held I Passed on fraudulent Rs122 crore input tax credit to fake companies,1
4372,4373,Melania Trump Reminded of Migrant Kids in 'Cages' While Promoting 'Be Best' on First Day of School,0
3488,3489,Trump's team of flunkies,1
272,273,HC: Maternity benefits for child through surrogacy,0
4867,4868,Don Lemon skewers Trump defenders regarding Ukraine call - CNN Video,1
3360,3361,"Ahead of Hurricane Dorian, a Florida Humane Society found homes for 250 animals in one week",0
1395,1396,Hong Kong leader says China 'respects and supports' withdrawal of extradition bill,1
277,278,"How doctors can push vaccine adoption during pandemicDoctors could voluntarily reach out to patients, even by email, to let them know what the Covid-19 vaccine means",0
1151,1152,2 minute readTokyo high schools ask students to certify hair colour not altered -NHK,0
3005,3006,Wall Street traders pump up Argentine peso as currency controls bite,0
1886,1887,Hurricane Dorian: 20 dead in Bahamas as storm threatens US,0
1446,1447,Netanyahu pledges to annex occupied Jordan Valley,1
4193,4194,9/3: CBSN AM,1
3175,3176,Eating Mushrooms Every Week Appears to Lower the Risk of Prostate Cancer,0
1094,1095,"âKung Fu Nunsâ shortlisted for VÃ¡clav Havel Human Rights Prize500 Drukpa nuns from India, Nepal and Bhutan took up Kung Fu to better serve community",1
2464,2465,'It Chapter Two' doesn't know when to close the book,0
2578,2579,Rates of Twin Births in U.S. Drop After Decades of Increases,1
3152,3153,âFlee as Fast as You Can.â A Young Couple Joins Venezuelaâs Exodus.,1
964,965,"Leopard strays into posh Jammu locality, injures three before being capturedRescue teams manage to tranquillise big cat and shift it to Manda Zoo",0
4813,4814,Buttigieg: 'I feel sorry for the President' after he showed apparently altered hurricane map,0
179,180,"In pictures: Ripe wheat crop, property damaged as rain, thunderstorm lash PunjabPower cuts reported in many areas",1
3712,3713,Las Vegas shooting victims win $735m settlement,1
2417,2418,Man parks smart car in kitchen so Dorian won't blow it away,0
2465,2466,US stocks sink following weak services sector report,1
3671,3672,"Even âcrooksâ like Haughey âcan do goodâ, Kennedy Summer School hears",1
1952,1953,Passive income pays our bills â here's what we spend in a typical week,1
105,106,"Covid-19: Jalandhar sees 87 deaths in 2 weeksDoaba worst-hit, accounts for 50 pc casualties in Punjab",1
999,1000,"Take action as per law in FIRs over Republic Day violence, HC tells Centre, police",0
488,489,States: AmritsarSecond phase of JEE Main begins,0
1341,1342,Palestinians refugees in Lebanon want asylum in Canada,0
3539,3540,TCL's 4K smart TVs are on sale at Amazon right now â you can save up to $500 on select models,0
2041,2042,Hoda Kotb returns to the 'Today' show after her maternity leave,0
2139,2140,TÃ¡naiste plays down Cabinetâs âsurpriseâ at severity of impact of no-deal Brexit,0
4618,4619,Junk Debt Sends Early Warning Signals,1
4197,4198,Democratic Senators Question Facebook on Hidden Gun Sales,0
2019,2020,EMERGING MARKETS-U.S.-China trade optimism lift Latam markets; Intervention helps Brazil's real,0
2731,2732,Prudential buys Assurance IQ for $2.35 billion in new tech bet,0
4238,4239,Maryland police: Man who threatened co-workers had gun stash,0
1602,1603,Citigroup was in shambles. This is how Dick Parsons helped save it,0
1157,1158,"Disinvestment in ITDC hotels to affect employeesAccording to Tourism Ministry, nine hotels run by the ITDC had been so far handed over to the respective state governments, where these were located, since the divestment of the ITDC hotels started in 2015",1
3088,3089,US stocks hold steady following mixed jobs report,1
1052,1053,"'Pyjama me jeene ki aadat ho gayi hai': Woman's relatable rant about returning to office goes viralOne such employee recently shared a hilarious video ranting about working from work again, and of course, the clip went viral",1
1149,1150,A toast to British marksmanship,1
1762,1763,Man arrested for cutting electric scooter brakes,1
2600,2601,Highway of Tears,1
3016,3017,Slovak deputy minister quits after allegations of contacts with murder suspect,0
1994,1995,Ruth Bader Ginsburg: 'I am very much alive' - CNN Video,1
2278,2279,Apple Plans to Bring Feature-Length Films to Theaters,1
1225,1226,Salman Rushdie Updates âDon Quixoteâ for the Digital Age,0
68,69,"Domestic air traffic may be back to full pre-COVID-19 level by summer: PuriThe minister said that barring the first quarter of 2020 (April-June), there has been a sharp recovery in passenger traffic from July onwards",0
2042,2043,My Daughter Is Dating a Polyamorous Woman. But Thatâs Not the Problem,0
1555,1556,Eleven more women accuse tenor Placido Domingo of sexual misconduct,0
4227,4228,"Homeless charity says it helped record 15,500 people last year",0
1660,1661,'It's an anger it's happened again - we thought we'd moved on',0
2338,2339,Why does a new house cost what it does?,0
1548,1549,Lyft announces policy changes after women sue over alleged sexual assault,1
4483,4484,Facebook launches dating service in U.S,0
975,976,In the NewsDelhi Zoo to open with new look after a year,1
76,77,Thieves take away ATM with Rs 18.88LUse vehicle to dislodge machine; raids on,0
3508,3509,Dallas cop who shot neighbor testifies at her murder trial,1
1560,1561,"Billy Bush: The Access Hollywood tape was ""weaponized""",1
2629,2630,Workers at 'sophisticated' cannabis factory in Paisley jailed,0
3878,3879,"Klinsmann: CONCACAF holds U.S., Mexico back",1
2004,2005,The Average Menstrual Cycle Isn't 28 Days. It's Time We Dispel This Dated Period Myth | Opinion,0
4565,4566,Brexit showdown: MPs bid to block Johnson leaving EU with no deal,1
1899,1900,"Facebook, in Fresh Blow in Europe, Must Remove More Content if Ordered",1
4254,4255,World's Largest Oil Facility Set Ablaze in Drone Attacks Claimed by Tehran-Backed Rebels,1
2425,2426,Air Canada files challenge over Onex's C$3.5 bln buyout of rival WestJet,0
1948,1949,"DOJ vets: Ukraine whistleblower puts Trump, Giuliani in legal jeopardy",1
1255,1256,What are Trump's options on Iran?,1
1728,1729,Red Sox fire Dombrowski one season after title,1
2404,2405,Upcycled bin lorries to be tested in London and Sheffield,0
2892,2893,"25 Years Later, It Turns Out Phoebe Was the Best Friend",0
2057,2058,Italy's Di Maio to speak at 16:30 GMT after 5-Star online voting ends,0
4500,4501,Why Your Used Shirts Are Destined for the Dump and Not the Recycling Center,1
1911,1912,Three teens shot at Virginia high school football game,1
3694,3695,"US: Bernie Sanders has heart procedure, cancels campaign events",1
618,619,304 youngsters get jobs at mega fair in Jalandhar,0
1310,1311,Catering truck spins out of control at airport,1
4018,4019,The Latest: Boat passengers weren't wearing life jackets,0
2117,2118,Willie McKay: Former agent denies bankruptcy spending charges,0
3817,3818,Fintan OâToole: Boris has destroyed what is left of UKâs credibility,1
4626,4627,Business Leaders to Call on Congress to Act on Gun Violence,1
3332,3333,10/1: CBSN AM,1
4772,4773,French Author Accused of Anti-Semitism Is Snubbed for a Top Literary Prize,0
846,847,"Chandigarh Administration announces night curfew as COVID cases spiralNo gatherings, restaurants after 10 pm; UT reports 319 new cases",1
3325,3326,The Great Flood Of 2019: A Complete Picture Of A Slow-Motion Disaster,1
300,301,"COVID creates âfertile groundâ for genital cutting in AfricaFGM, which involves partial or total removal of the female genitalia, threatens 4 million girls annually.",1
4425,4426,"Fact check: Trump invented imaginary CNN studio, made 58 other false claims last week",1
1732,1733,Hurricane Dorian's path reminds experts of another devastating storm â and they say it could cost insurers $4.5 billion,0
51,52,Himachal Pradesh: 2 moderate intensity quakes hit ChambaThere was no report of any casualty or damage to property,0
2985,2986,Solid gold toilet worth over $1 million stolen from Winston Churchill's birthplace,1
874,875,Greek tragedyNadalâs Slam record bid blown away by Tsitsipas,0
2323,2324,Brian OâDriscoll: Devin Tonerâs World Cup omission âkind of beggars beliefâ,1
2974,2975,Strong showing for opposition in Moscow city election,1
2110,2111,How to Make Sourdough Bread,1
2648,2649,Delle Donne first in WNBA to join 50-40-90 club,1
2534,2535,The $120 billion video game industry is rapidly changing for a new era,1
2451,2452,Carl Bernstein: Trump 'unraveling' after 'his corruption' exposed,1
3656,3657,Report: Leslie to be honored with Staples Center statue,0
3740,3741,Many dead in Iraq Shia shrine stampede,1
1898,1899,"TSX rises on trade hopes, energy stocks lead gainers",0
1079,1080,Toolkit case: Delhi court sends climate activist Disha Ravi to one-day police custodyDisha was produced before the court on expiry of her three-day judicial custody,1
850,851,Psychotherapy boosts positive effects in panic disorder patientsOne half of the patients were allowed to choose their form of therapy and the other half were randomly assigned to one or the other,0
228,229,Exploring all channels to trace jawan: Chhattisgarh PolicePolice informers have also been activated to gather information about the missing jawan,0
2085,2086,Britain's newspapers have had a field day with this week's Brexit chaos,0
4649,4650,Hurricanes Are Getting Worse,0
3065,3066,Exclusive: How John Roberts killed the census citizenship question,1
4837,4838,Arkansas death row inmate asks court for new DNA testing,0
2846,2847,"Gilbert earns 10th Grand Tour stage win at Vuelta, Roglic still overall leader",0
1914,1915,Ireland need statement victory in no-win game against Russia,1
1699,1700,Gantz party says no to Netanyahu-led unity government,1
1048,1049,"Odds and EvensOwner throws lavish party on horse's birthday, cuts 50-pound cake",1
235,236,226 terrorists killed in J&K since 2020: CRPF,0
1751,1752,7 fatally shot in Chicago during Labor Day weekend violence,0
3530,3531,Where did the Sacklers move cash from their opioid maker?,0
2039,2040,Hurricane Dorian takes aim at the Carolinas as death toll rises in the Bahamas,0
1347,1348,US stocks move broadly lower as new China tariffs kick in,0
1811,1812,Live updates: Trump whistleblower alleges White House coverup - CNNPolitics,1
297,298,"Procurement agenciesâ staff, arhtiyas, labourers, farmers to get Covid vaccine",0
3905,3906,Watchdog Refuses to Detail Whistle-Blower Complaint About Trump,1
2869,2870,Meet the first giant pandas born in Germany,0
2185,2186,Tunisians voting in unpredictable presidential contest,1
3348,3349,Maryland police: Man who threatened co-workers had gun stash,0
353,354,"Delighted with Punjab civic body results, Sunil Jakhar launches âCapt for 2022â campaignCongress won in Bathinda, Hoshiarpur, Kapurthala, Abohar, Batala and Pathankot",1
3427,3428,Driver killed in collision with lorry on A90 at Careston,0
1775,1776,'It could be anybody': Family awaits answers in desperate search for missing girl,1
3696,3697,Pompeo: 'I was on the phone call' with Trump and Ukrainian President,1
856,857,India to take up with UK 'racial issue' of Rashmi Samant at OxfordShe had to quit from Oxford Student Union President-elect post over her social media posts,1
1917,1918,Cop fired for suggestive messages to rape victim,1
2693,2694,Princess Charlotte attends first day of school,0
4247,4248,"Believe it or not, Brexit drama is about to reach an uprecedented level",0
2350,2351,The Latest: High winds damage homes in South Carolina,0
1554,1555,More than 30 killed in mass stampede at Iraqi Shia shrine,1
3124,3125,The Seven-Year Auto Loan: Americaâs Middle Class Canât Afford Their Cars,1
2345,2346,36 Years in Prison for a $50 Robbery,0
972,973,SpaceSupermassive black hole in motion detected,1
419,420,"India woos Tesla with offer of cheaper production costs than ChinaIndiaâs fledgling EV market accounted for just 5,000 out of a total 2.4 million cars sold in the country last year",0
411,412,Khalistan âsympathiserâ discharged by court,1
2258,2259,Target workers say backrooms are unsafe because of shift cuts,1
2101,2102,Michelle Bachelet: Chile's first female president,0
4679,4680,K-Pop Star Amber of f(x) Leaves SM Entertainment,0
2480,2481,Former Trump campaign staffer drops lawsuit but stands by claims he forcibly kissed her,0
791,792,"Donald Trump hints at 2024 run'With your help, we will take back the House, we will win the Senate and then a Republican president will make a triumphant return to the White House'",1
1317,1318,Ken Clarke: Five decades in Parliament,0
1693,1694,Boris Johnson to meet Leo Varadkar in Dublin on Monday,0
1647,1648,Retiring Sabathia not on Yankees' ALDS roster,1
657,658,Gangster-turned-politician Mukhtar Ansari brought back to UP's Banda jail from PunjabHe was ferried in an ambulance guarded by a strong posse of gun-toting security personnel throughout his 900-km journey from Ropar to the Uttar Pradesh town in the Bundelkhand region,1
2031,2032,Will a woman set foot on the Moon soon?,0
3220,3221,Tunnel vision â Frank McNally on the highs and lows of Sarajevo,0
4748,4749,No one found alive after dive boat catches fire; 34 dead,0
4010,4011,Embattled Facebook CEO Zuckerberg seeks to mend fences in Washington,1
943,944,Suspect âhangs selfâ in lock-up,0
